Wed Mar 27 14:40:50 CET 2019	25.5	27.2
Wed Mar 27 14:40:51 CET 2019	25.5	27.2
Wed Mar 27 14:40:52 CET 2019	25.5	27.2
Wed Mar 27 14:40:53 CET 2019	25.5	27.2
Wed Mar 27 14:40:54 CET 2019	25.5	27.2
Wed Mar 27 14:48:01 CET 2019	25.4	27.0
Wed Mar 27 14:48:02 CET 2019	25.4	27.0
Wed Mar 27 14:48:03 CET 2019	25.4	27.0
Wed Mar 27 14:48:04 CET 2019	25.4	27.0
Wed Mar 27 14:48:06 CET 2019	25.4	27.0
Wed Mar 27 14:48:07 CET 2019	25.4	27.0
Wed Mar 27 14:48:08 CET 2019	25.4	27.0
Wed Mar 27 14:48:09 CET 2019	25.4	27.0
Wed Mar 27 14:48:10 CET 2019	25.4	27.1
Wed Mar 27 14:48:11 CET 2019	25.4	27.1
Wed Mar 27 14:48:12 CET 2019	25.4	27.2
Wed Mar 27 14:48:13 CET 2019	25.4	27.2
Wed Mar 27 14:48:14 CET 2019	25.4	27.2
Wed Mar 27 14:48:15 CET 2019	25.4	27.2
Wed Mar 27 14:48:16 CET 2019	25.4	27.2
Wed Mar 27 14:48:17 CET 2019	25.4	27.2
Wed Mar 27 14:48:18 CET 2019	25.4	27.3
Wed Mar 27 14:48:20 CET 2019	25.4	27.3
Wed Mar 27 14:48:21 CET 2019	25.4	27.3
Wed Mar 27 14:48:22 CET 2019	25.4	27.3
Wed Mar 27 14:48:23 CET 2019	25.4	27.3
Wed Mar 27 14:48:24 CET 2019	25.4	27.3
Wed Mar 27 14:48:25 CET 2019	25.4	27.3
Wed Mar 27 14:48:26 CET 2019	25.4	27.3
Wed Mar 27 14:48:27 CET 2019	25.4	27.3
Wed Mar 27 14:48:28 CET 2019	25.4	27.3
Wed Mar 27 14:48:29 CET 2019	25.4	27.3
